,left_WHOLE_NAME,left_UID,similarity_x,right_requestID,right_wholeName,left_lastname_phone,similarity_y,right_lastnamePhone
223,TNK TRADING INTERNATIONAL,2417299,0.35147247,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
224,JIAXIANG INDUSTRY HONG KONG,5514590,0.35037878,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
225,HONGXIANG MARINE HONG KONG,3802397,0.35033724,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
226,KONG,6246107,0.34540904,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
227,AGR INTERNATIONAL,6948184,0.34477395,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
228,HONG KONG ELECTRONICS,1096087,0.34158915,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
229,SB INTERNATIONAL,2378590,0.34042475,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
230,HONG,3168765,0.3400436,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
231,SES INTERNATIONAL,226922,0.33962488,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
232,IAC INTERNATIONAL,232101,0.3361156,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
233,A T E INTERNATIONAL,7302,0.33198896,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
234,INTERNATIONAL TANKER,4566433,0.33197635,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
235,CHINA UNICOM HONG KONG,263449,0.3262605,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
236,U I INTERNATIONAL,34626,0.32535875,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
237,STARS INTERNATIONAL,2357182,0.3222116,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
238,STARS INTERNATIONAL,2357183,0.3222116,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
239,RIXO INTERNATIONAL TRADING,2511431,0.3215853,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
240,PANACEA INTERNATIONAL,2570231,0.31980032,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
241,GREEN INDUSTRIES HONG KONG,5190906,0.3163642,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
242,HUAXIN SHIPPING HONGKONG,3802398,0.31567588,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
243,DES INTERNATIONAL CO,6138056,0.315342,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
244,DES INTERNATIONAL CO,6138031,0.315342,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
245,DES INTERNATIONAL CO,6138072,0.315342,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
246,DES INTERNATIONAL CO,6138077,0.315342,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
247,MCS INTERNATIONAL,2041734,0.31241593,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
248,SPI INTERNATIONAL,5644868,0.30978528,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
249,SPI INTERNATIONAL,5644929,0.30978528,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
250,SPI INTERNATIONAL,5644930,0.30978528,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
251,MEED INTERNATIONAL,51649,0.3089129,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
252,YONA STAR INTERNATIONAL,3084831,0.3079079,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
253,YONA STAR INTERNATIONAL,3084924,0.3079079,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
254,MOBIN INTERNATIONAL,6110168,0.30726254,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
255,MULTITEX INTERNATIONAL TRADING,5147888,0.3050424,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
256,PERSIA INTERNATIONAL BANK,734186,0.3045358,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
257,PERSIA INTERNATIONAL BANK,594288,0.3045358,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
258,GPB INTERNATIONAL,2358928,0.30256456,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
259,PETRA NAVIGATION INTERNATIONAL TRADING CO,11437,0.30215052,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
260,SINO ENERGY SHIPPING HONGKONG,6007907,0.30201983,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
261,SINO ENERGY SHIPPING HONGKONG,6008121,0.30201983,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
262,TEHRAN INTERNATIONAL TRANSPORT,6155501,0.29861906,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
263,TRADE POINT INTERNATIONAL,2927187,0.2960166,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
264,NPC INTERNATIONAL,1273771,0.2957762,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
265,I P C INTERNATIONAL,51636,0.2957762,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
266,REACH SHIPPING LINES HONG KONG CO,6095241,0.29525492,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
267,NIMR INTERNATIONAL,6603407,0.29310864,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
268,NIMR INTERNATIONAL,6603410,0.29310864,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
269,NIMR INTERNATIONAL,6603412,0.29310864,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
270,NIMR INTERNATIONAL,6603418,0.29310864,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
271,INTERNATIONAL COBALT CO,49729,0.2903558,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
272,KASB INTERNATIONAL,2112742,0.28969258,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
273,MKS INTERNATIONAL CO,3312062,0.28829876,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
274,GG INTERNACIONAL,2069194,0.28776902,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
275,THIONGKOL,5427477,0.28699693,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
276,KISH INTERNATIONAL BANK,2406901,0.28574225,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
277,BLOTO INTERNATIONAL,244085,0.28462905,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
278,BLOTO INTERNATIONAL,244082,0.28462905,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
279,BLOTO INTERNATIONAL,244081,0.28462905,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
280,DOOSTAN INTERNATIONAL,1270977,0.2820865,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
281,JUNIOR INTERNATIONAL,1653091,0.27598116,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
282,MELLI INTERNATIONAL BUILDING INDUSTRY,4568624,0.27352864,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
283,BMIIC INTERNATIONAL GENERAL TRADING,1031033,0.26966906,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
284,ILSIM INTERNATIONAL BANK,1810718,0.2636323,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
285,BABBAR KHALSA INTERNATIONAL,43690,0.2628053,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
286,MUNSA INTERNATIONAL INVESMENTS,3172966,0.2598313,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
287,GHADIR INTERNATIONAL TRADING AND DEVELOPMENT,4568526,0.25802618,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
288,BANK SEPAH INTERNATIONAL,553037,0.2568716,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
289,SHANGHAI NORTH TRANSWAY INTERNATIONAL TRADING,3425493,0.25649843,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
290,SYRIA INTERNATIONAL ISLAMIC BANK,1674617,0.25307304,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
291,PANGATES INTERNATIONAL CORPORATION,2355701,0.2527101,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
292,PANGATES INTERNATIONAL CORPORATION,2457846,0.2527101,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
293,BALTIC LEADER,6917338,0.25235227,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
294,ETCO INTERNATIONAL COMPANY,52859,0.2510674,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
295,SEMICONDUCTOR MANUFACTURING INTERNATIONAL,6213107,0.25087753,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
296,SEMICONDUCTOR MANUFACTURING INTERNATIONAL,6185574,0.25087753,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
297,DONGHAI INTERNATIONAL SHIP MANAGEMENT,6209544,0.2505828,FF1234580,LEADER HONG KONG INTERNATIONAL TRDAING,,,
298,LEADER HONG KONG INTERNATIONAL TRADING,1944450,0.52197534,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,"[b'LTRN', None]",1.0,"[b'LTRN', None]"
299,MINGZHENG INTERNATIONAL TRADING,3544328,0.4659661,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
300,MINGZHENG INTERNATIONAL TRADING,3460446,0.4659661,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
301,TNK TRADING INTERNATIONAL,2417299,0.43937042,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
302,RIXO INTERNATIONAL TRADING,2511431,0.40402955,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
303,PETRA NAVIGATION INTERNATIONAL TRADING CO,11437,0.38459742,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
304,MULTITEX INTERNATIONAL TRADING,5147888,0.38324565,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
305,CK INTERNATIONAL,3747404,0.34817296,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
306,CK INTERNATIONAL,3747403,0.34817296,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
307,GHADIR INTERNATIONAL TRADING AND DEVELOPMENT,4568526,0.34282935,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
308,AGR INTERNATIONAL,6948184,0.34038898,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
309,BMIIC INTERNATIONAL GENERAL TRADING,1031033,0.33880365,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
310,TRADE POINT INTERNATIONAL,2927187,0.33638704,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
311,SB INTERNATIONAL,2378590,0.33609506,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
312,SES INTERNATIONAL,226922,0.33530536,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
313,MEED INTERNATIONAL,51649,0.33345988,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
314,NIA INTERNATIONAL,2436802,0.3330947,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
315,IAC INTERNATIONAL,232101,0.33184078,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
316,A T E INTERNATIONAL,7302,0.32776657,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
317,INTERNATIONAL TANKER,4566433,0.32775417,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
318,U I INTERNATIONAL,34626,0.3212207,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
319,INTERNATIONAL PACIFIC TRADING,232102,0.31971547,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
320,STARS INTERNATIONAL,2357182,0.31811357,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
321,STARS INTERNATIONAL,2357183,0.31811357,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
322,TEHRAN INTERNATIONAL TRANSPORT,6155501,0.31381756,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
323,DES INTERNATIONAL CO,6138077,0.31133136,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
324,DES INTERNATIONAL CO,6138072,0.31133136,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
325,DES INTERNATIONAL CO,6138056,0.31133136,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
326,DES INTERNATIONAL CO,6138031,0.31133136,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
327,MCS INTERNATIONAL,2041734,0.30844247,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
328,SPI INTERNATIONAL,5644868,0.30584535,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
329,SPI INTERNATIONAL,5644929,0.30584535,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
330,SPI INTERNATIONAL,5644930,0.30584535,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
331,SHANGHAI NORTH TRANSWAY INTERNATIONAL TRADING,3425493,0.30408388,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
332,YONA STAR INTERNATIONAL,3084831,0.30399188,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
333,YONA STAR INTERNATIONAL,3084924,0.30399188,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
334,MOBIN INTERNATIONAL,6110168,0.30335465,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
335,GPB INTERNATIONAL,2358928,0.29871646,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
336,NPC INTERNATIONAL,1273771,0.29201436,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
337,I P C INTERNATIONAL,51636,0.29201436,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
338,THE BEST LEADER GENERAL TRADING,4914651,0.29068366,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
339,NIMR INTERNATIONAL,6603410,0.2893807,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
340,NIMR INTERNATIONAL,6603407,0.2893807,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
341,NIMR INTERNATIONAL,6603412,0.2893807,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
342,NIMR INTERNATIONAL,6603418,0.2893807,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
343,MELLI INTERNATIONAL BUILDING INDUSTRY,4568624,0.28815302,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
344,INTERNATIONAL COBALT CO,49729,0.2866629,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
345,KASB INTERNATIONAL,2112742,0.2860082,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
346,MKS INTERNATIONAL CO,3312062,0.28463206,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
347,GG INTERNACIONAL,2069194,0.28410903,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
348,BINGO INTERNACIONAL,1218423,0.28364423,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
349,KISH INTERNATIONAL BANK,2406901,0.28210804,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
350,BLOTO INTERNATIONAL,244085,0.281009,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
351,BLOTO INTERNATIONAL,244082,0.281009,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
352,BLOTO INTERNATIONAL,244081,0.281009,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
353,MANGOK,2294081,0.28083852,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
354,DOOSTAN INTERNATIONAL,1270977,0.27849877,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
355,SHEN ZHONG INTERNATIONAL SHPG,3802516,0.27832988,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
356,INTERNATIONAL TRADE AND INDUSTRIAL TECHNOLOGY ITRITEC,6155259,0.27592078,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
357,PANACEA INTERNATIONAL,2570231,0.2744223,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
358,JUNIOR INTERNATIONAL,1653091,0.27247113,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
359,PERSIA INTERNATIONAL BANK,734186,0.2613237,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
360,PERSIA INTERNATIONAL BANK,594288,0.2613237,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
361,ILSIM INTERNATIONAL BANK,1810718,0.26027933,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
362,INTERNATIONAL INVESTMENTS HOLDING SA DE,5628525,0.25812024,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
363,AFRICAN TRANS INTERNATIONAL HOLDINGS,4111396,0.25601938,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
364,BANK SEPAH INTERNATIONAL,553037,0.2536046,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
365,LIAONING DANXING INTERNATIONAL FORWARDING CO,4908911,0.2525847,FF1234581,LEADER OHNG OKNG INTERNATIONAL TRADING,,,
366,LEADER HONG KONG INTERNATIONAL TRADING,1944450,0.4499437,FF1234582,LEDAER HONG KNOG INTRENATIONAL TRDAING,"[b'LTRN', None]",1.0,"[b'LTRN', None]"
367,MAYALEH,367835,0.35266656,MM1234592,MZ MAYAK,,,
368,MAYA RIOS,2887893,0.34362197,MM1234592,MZ MAYAK,,,
369,IZMAYLOV,2287353,0.33038417,MM1234592,MZ MAYAK,,,
370,KAYAKIRAN,4854565,0.30458373,MM1234592,MZ MAYAK,,,
371,AMAYA ALEMAN,1346103,0.2709016,MM1234592,MZ MAYAK,,,
372,HERNANDEZ AMAYA,1995756,0.26015133,MM1234592,MZ MAYAK,,,
373,MAYALEH,367835,0.2952044,MM1234593,MZ MAYAK AO,,,
374,MAYA RIOS,2887893,0.2876335,MM1234593,MZ MAYAK AO,,,
375,IZMAYLOV,2287353,0.27655262,MM1234593,MZ MAYAK AO,,,
376,KAYAKIRAN,4854565,0.254956,MM1234593,MZ MAYAK AO,,,
377,MZ MAYAK,2438958,0.40721482,MM1234594,MZ MAAK AO,"[b'MSMK', b'MTSM']",0.99999994,"[b'MSMK', b'MTSM']"
378,ZAYD,3398578,0.48982477,MM1234595,Z AYAK,,,
379,MZ MAYAK,2438958,0.42012525,MM1234595,Z AYAK,,,
380,KAYAKIRAN,4854565,0.40405715,MM1234595,Z AYAK,,,
381,ZAYDAN,3398579,0.3642303,MM1234595,Z AYAK,,,
382,ALZAYDI,2678749,0.31815284,MM1234595,Z AYAK,,,
383,ZAYTSEV,1291933,0.30646408,MM1234595,Z AYAK,,,
384,YAKUT,880040,0.30183983,MM1234595,Z AYAK,,,
385,AYAD,6876473,0.29902852,MM1234595,Z AYAK,,,
386,AYAD,6876437,0.29902852,MM1234595,Z AYAK,,,
387,AYAD,2279957,0.29902852,MM1234595,Z AYAK,,,
388,ZAYNIYAH,2348795,0.28193313,MM1234595,Z AYAK,,,
389,AYARI,164006,0.27909544,MM1234595,Z AYAK,,,
390,AYASH,1427657,0.26814517,MM1234595,Z AYAK,,,
391,YAKUNIN,249742,0.26251042,MM1234595,Z AYAK,,,
392,YAKUZA,447699,0.25923964,MM1234595,Z AYAK,,,
393,KARYAKIN,2358534,0.2534248,MM1234595,Z AYAK,,,
394,MARAYA,5951261,0.25119123,MM1234595,Z AYAK,,,
395,ANSAR ALISLAM,80486,0.29475197,RR1234609,JAMYAH TAAWUN ALISLAMIA,,,
396,KARAMYAN,2898002,0.26524025,RR1234609,JAMYAH TAAWUN ALISLAMIA,,,
397,FATAH ALISLAM,538378,0.2583398,RR1234609,JAMYAH TAAWUN ALISLAMIA,,,
398,ANSAR ALISLAM,80486,0.29475197,RR1234610,JAMYAH TAAWUN ALISLAMIA,,,
399,KARAMYAN,2898002,0.26524025,RR1234610,JAMYAH TAAWUN ALISLAMIA,,,
400,FATAH ALISLAM,538378,0.2583398,RR1234610,JAMYAH TAAWUN ALISLAMIA,,,
401,ANSAR ALISLAM,80486,0.29475197,RR1234611,JAMYAH TAAWUN ALISLAMIA,,,
402,KARAMYAN,2898002,0.26524025,RR1234611,JAMYAH TAAWUN ALISLAMIA,,,
403,FATAH ALISLAM,538378,0.2583398,RR1234611,JAMYAH TAAWUN ALISLAMIA,,,
404,ANSAR ALISLAM,80486,0.29475197,RR1234612,JAMYAH TAAWUN ALISLAMIA,,,
405,KARAMYAN,2898002,0.26524025,RR1234612,JAMYAH TAAWUN ALISLAMIA,,,
406,FATAH ALISLAM,538378,0.2583398,RR1234612,JAMYAH TAAWUN ALISLAMIA,,,
407,MSAAN,5288873,0.35018092,SS1234613,CRYMSA ARGENTINA,,,
408,YARGEO,2369215,0.26730582,SS1234613,CRYMSA ARGENTINA,,,
409,MSAAN,5288873,0.35018092,SS1234614,CRYMSA ARGENTINA,,,
410,YARGEO,2369215,0.26730582,SS1234614,CRYMSA ARGENTINA,,,
411,MSAAN,5288873,0.35018092,SS1234615,CRYMSA ARGENTINA,,,
412,YARGEO,2369215,0.26730582,SS1234615,CRYMSA ARGENTINA,,,
413,MSAAN,5288873,0.35018092,SS1234616,CRYMSA ARGENTINA,,,
414,YARGEO,2369215,0.26730582,SS1234616,CRYMSA ARGENTINA,,,
415,SARA PROPERTIES,450389,0.57538503,TT1234617,DURAND PROPERTIES,,,
416,VP PROPERTIES,3012060,0.5703608,TT1234617,DURAND PROPERTIES,,,
417,SUN PROPERTIES,5147815,0.55765265,TT1234617,DURAND PROPERTIES,,,
418,BENA PROPERTIES,1501408,0.55465233,TT1234617,DURAND PROPERTIES,,,
419,ORAMA PROPERTIES,3713006,0.5483146,TT1234617,DURAND PROPERTIES,,,
420,ALDAR PROPERTIES,6702918,0.54128206,TT1234617,DURAND PROPERTIES,,,
421,FENTEX PROPERTIES,2898150,0.53151655,TT1234617,DURAND PROPERTIES,,,
422,TROLL PROPERTIES,3012058,0.5100814,TT1234617,DURAND PROPERTIES,,,
423,OZLAM PROPERTIES,450387,0.49612674,TT1234617,DURAND PROPERTIES,,,
424,ALMERINA PROPERTIES,4280972,0.49480563,TT1234617,DURAND PROPERTIES,,,
425,VERTEX PROPERTIES EOOD,6492101,0.4830802,TT1234617,DURAND PROPERTIES,,,
426,HILOW PROPERTIES,3805956,0.47756886,TT1234617,DURAND PROPERTIES,,,
427,ONE CLASS PROPERTIES,2041739,0.44882506,TT1234617,DURAND PROPERTIES,,,
428,FLEURETTE PROPERTIES,3713015,0.44832164,TT1234617,DURAND PROPERTIES,,,
429,FLEURETTE PROPERTIES,3713014,0.44832164,TT1234617,DURAND PROPERTIES,,,
430,FLEURETTE PROPERTIES,3713013,0.44832164,TT1234617,DURAND PROPERTIES,,,
431,TINDAYA PROPERTIES HOLDING USA,4820240,0.39263675,TT1234617,DURAND PROPERTIES,,,
432,TINDAYA PROPERTIES OF NEW YORK,4820238,0.35589215,TT1234617,DURAND PROPERTIES,,,
433,PROPERTYVB,6492106,0.35552502,TT1234617,DURAND PROPERTIES,,,
434,RIM GROUP PROPERTIES OF NEW YORK,4820244,0.34130204,TT1234617,DURAND PROPERTIES,,,
435,TINDAYA PROPERTIES OF NEW YORK II,4820236,0.33476746,TT1234617,DURAND PROPERTIES,,,
436,RIM GROUP PROPERTIES OF NEW YORK II,4820245,0.32253873,TT1234617,DURAND PROPERTIES,,,
437,OPERA,6307028,0.29524922,TT1234617,DURAND PROPERTIES,,,
438,SUPERTIENDAS HANDAL,1995763,0.2846933,TT1234617,DURAND PROPERTIES,,,
439,DURANSOY,1431578,0.27810168,TT1234617,DURAND PROPERTIES,,,
440,DURANSOY,1431576,0.27810168,TT1234617,DURAND PROPERTIES,,,
441,SMILE PROPERTY TRAVEL,4993069,0.2642198,TT1234617,DURAND PROPERTIES,,,
442,SMILE PROPERTY TRAVEL,4992913,0.2642198,TT1234617,DURAND PROPERTIES,,,
443,TRY PHEAP PROPERTY CO,5425955,0.25694323,TT1234617,DURAND PROPERTIES,,,
444,PROPER IN MANAGEMENT,4933548,0.25308695,TT1234617,DURAND PROPERTIES,,,
445,SARA PROPERTIES,450389,0.57538503,TT1234618,DURAND PROPERTIES,,,
446,VP PROPERTIES,3012060,0.5703608,TT1234618,DURAND PROPERTIES,,,
447,SUN PROPERTIES,5147815,0.55765265,TT1234618,DURAND PROPERTIES,,,
448,BENA PROPERTIES,1501408,0.55465233,TT1234618,DURAND PROPERTIES,,,
449,ORAMA PROPERTIES,3713006,0.5483146,TT1234618,DURAND PROPERTIES,,,
450,ALDAR PROPERTIES,6702918,0.54128206,TT1234618,DURAND PROPERTIES,,,
451,FENTEX PROPERTIES,2898150,0.53151655,TT1234618,DURAND PROPERTIES,,,
452,TROLL PROPERTIES,3012058,0.5100814,TT1234618,DURAND PROPERTIES,,,
453,OZLAM PROPERTIES,450387,0.49612674,TT1234618,DURAND PROPERTIES,,,
454,ALMERINA PROPERTIES,4280972,0.49480563,TT1234618,DURAND PROPERTIES,,,
455,VERTEX PROPERTIES EOOD,6492101,0.4830802,TT1234618,DURAND PROPERTIES,,,
456,HILOW PROPERTIES,3805956,0.47756886,TT1234618,DURAND PROPERTIES,,,
457,ONE CLASS PROPERTIES,2041739,0.44882506,TT1234618,DURAND PROPERTIES,,,
458,FLEURETTE PROPERTIES,3713015,0.44832164,TT1234618,DURAND PROPERTIES,,,
459,FLEURETTE PROPERTIES,3713014,0.44832164,TT1234618,DURAND PROPERTIES,,,
460,FLEURETTE PROPERTIES,3713013,0.44832164,TT1234618,DURAND PROPERTIES,,,
461,TINDAYA PROPERTIES HOLDING USA,4820240,0.39263675,TT1234618,DURAND PROPERTIES,,,
462,TINDAYA PROPERTIES OF NEW YORK,4820238,0.35589215,TT1234618,DURAND PROPERTIES,,,
463,PROPERTYVB,6492106,0.35552502,TT1234618,DURAND PROPERTIES,,,
464,RIM GROUP PROPERTIES OF NEW YORK,4820244,0.34130204,TT1234618,DURAND PROPERTIES,,,
465,TINDAYA PROPERTIES OF NEW YORK II,4820236,0.33476746,TT1234618,DURAND PROPERTIES,,,
466,RIM GROUP PROPERTIES OF NEW YORK II,4820245,0.32253873,TT1234618,DURAND PROPERTIES,,,
467,OPERA,6307028,0.29524922,TT1234618,DURAND PROPERTIES,,,
468,SUPERTIENDAS HANDAL,1995763,0.2846933,TT1234618,DURAND PROPERTIES,,,
469,DURANSOY,1431578,0.27810168,TT1234618,DURAND PROPERTIES,,,
470,DURANSOY,1431576,0.27810168,TT1234618,DURAND PROPERTIES,,,
471,SMILE PROPERTY TRAVEL,4993069,0.2642198,TT1234618,DURAND PROPERTIES,,,
472,SMILE PROPERTY TRAVEL,4992913,0.2642198,TT1234618,DURAND PROPERTIES,,,
