,left_WHOLE_NAME,left_UID,similarity_x,right_requestID,right_wholeName,left_lastname_phone,similarity_y,right_lastnamePhone
473,TRY PHEAP PROPERTY CO,5425955,0.25694323,TT1234618,DURAND PROPERTIES,,,
474,PROPER IN MANAGEMENT,4933548,0.25308695,TT1234618,DURAND PROPERTIES,,,
475,A W A ENGINEERING,7303,0.58595157,UU1234619,TMG ENGINEERING,,,
476,NICO ENGINEERING,1273763,0.585372,UU1234619,TMG ENGINEERING,,,
477,MCS ENGINEERING,2041733,0.5823681,UU1234619,TMG ENGINEERING,,,
478,SEPASAD ENGINEERING,734184,0.554969,UU1234619,TMG ENGINEERING,,,
479,FATER ENGINEERING INSTITUTE,1208660,0.5208769,UU1234619,TMG ENGINEERING,,,
480,TECHNOTAR ENGINEERING,3007594,0.51376295,UU1234619,TMG ENGINEERING,,,
481,EUROGROUP ENGINEERING,6492081,0.4930846,UU1234619,TMG ENGINEERING,,,
482,MINES AND METALS ENGINEERING,1304220,0.4739157,UU1234619,TMG ENGINEERING,,,
483,REY NIRU ENGINEERING,2041730,0.4704325,UU1234619,TMG ENGINEERING,,,
484,MIRAGE FOR ENGINEERING AND TRADING,3312061,0.44017324,UU1234619,TMG ENGINEERING,,,
485,HESCO ENGINEERING CONSTRUCTION,2873383,0.43581247,UU1234619,TMG ENGINEERING,,,
486,HESCO ENGINEERING CONSTRUCTION,2873382,0.43581247,UU1234619,TMG ENGINEERING,,,
487,OFOGH SABERIN ENGINEERING DEVELOPMENT,1345077,0.43362463,UU1234619,TMG ENGINEERING,,,
488,SADID CARAN SABA ENGINEERING,3572138,0.43302476,UU1234619,TMG ENGINEERING,,,
489,SOMIC ENGINEERING AND MANAGEMENT,6155473,0.42566937,UU1234619,TMG ENGINEERING,,,
490,CSSC OFFSHORE MARINE ENGINEERING GROUP COMPANY,522044,0.42004108,UU1234619,TMG ENGINEERING,,,
491,SEPANIR OIL AND GAS ENGINEERING,1273776,0.41370258,UU1234619,TMG ENGINEERING,,,
492,RASTAFANN ERTEBAT ENGINEERING,3610305,0.41192177,UU1234619,TMG ENGINEERING,,,
493,ALINMAA ENGINEERING AND CONTRACTING,2691975,0.41102445,UU1234619,TMG ENGINEERING,,,
494,ALINMAA ENGINEERING AND CONTRACTING,2691974,0.41102445,UU1234619,TMG ENGINEERING,,,
495,MAHAB GHODSS CONSULTING ENGINEERING,1304231,0.41098693,UU1234619,TMG ENGINEERING,,,
496,D2 IMAGINEERING,4211075,0.40561694,UU1234619,TMG ENGINEERING,"[b'TMJN', b'TMKN']",0.67633617,"[b'TMKN', None]"
497,ARAB PETROLEUM ENGINEERING COMPANY,11541,0.39391956,UU1234619,TMG ENGINEERING,,,
498,ASSOCIATED ENGINEERS,11549,0.39104554,UU1234619,TMG ENGINEERING,,,
499,A ENGINEERING ELECTRONICS MEDIA PRINTING CO,3562450,0.39094225,UU1234619,TMG ENGINEERING,,,
500,NPV ENGINEERING OPEN JOINT STOCK,4028701,0.38973632,UU1234619,TMG ENGINEERING,,,
501,CHINA NUCLEAR ENGINEERING CORPORATION,1870695,0.38956758,UU1234619,TMG ENGINEERING,,,
502,TAWU MECHANICAL ENGINEERING AND TRADING,5136122,0.38904986,UU1234619,TMG ENGINEERING,"[b'TMXN', b'TMKN']",0.68279445,"[b'TMKN', None]"
503,GHESHM SHIPPING LINES MARINE AND ENGINEERING SERVICES,4566351,0.38750443,UU1234619,TMG ENGINEERING,,,
504,NOVIN PARS MINERAL EXPLORATION AND MINING ENGINEERING,4568871,0.38705382,UU1234619,TMG ENGINEERING,,,
505,TRY PHEAP ENGINEERING CONSTRUCTION CO,5425939,0.3807391,UU1234619,TMG ENGINEERING,,,
506,ATOMIC FUEL DEVELOPMENT ENGINEERING,1638150,0.37894416,UU1234619,TMG ENGINEERING,,,
507,GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY,5855477,0.37030113,UU1234619,TMG ENGINEERING,,,
508,GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY,5855779,0.37030113,UU1234619,TMG ENGINEERING,,,
509,AL AMIR CO FOR ENGINEERING CONSTRUCTION AND GENERAL TRADE,6876478,0.37000966,UU1234619,TMG ENGINEERING,,,
510,PARS SAZEH ENGINEERING AND CONSTRUCTION,4569207,0.36900955,UU1234619,TMG ENGINEERING,,,
511,NATIONAL IRANIAN OIL ENGINEERING AND CONSTRUCTION,1305677,0.3535976,UU1234619,TMG ENGINEERING,,,
512,LIMITED LIABILITY COMPANY BELINVESTENGINEERING,6919897,0.34882894,UU1234619,TMG ENGINEERING,,,
513,GHADIR PAYMAN COUNSELING ENGINEERS,4568968,0.34164256,UU1234619,TMG ENGINEERING,,,
514,DAMAVAND ELECTRICITY AND POWER ENGINEERING,4566400,0.33769038,UU1234619,TMG ENGINEERING,,,
515,SAHEL CONSULTANT ENGINEERS,734185,0.33290446,UU1234619,TMG ENGINEERING,,,
516,IMENSAZEN CONSULTANT ENGINEERS INSTITUTE,1208665,0.26289406,UU1234619,TMG ENGINEERING,,,
517,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4241046,0.25874364,UU1234619,TMG ENGINEERING,,,
518,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4241045,0.25874364,UU1234619,TMG ENGINEERING,,,
519,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240973,0.25874364,UU1234619,TMG ENGINEERING,,,
520,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240972,0.25874364,UU1234619,TMG ENGINEERING,,,
521,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240971,0.25874364,UU1234619,TMG ENGINEERING,,,
522,A W A ENGINEERING,7303,0.58595157,UU1234620,TMG ENGINEERING,,,
523,NICO ENGINEERING,1273763,0.585372,UU1234620,TMG ENGINEERING,,,
524,MCS ENGINEERING,2041733,0.5823681,UU1234620,TMG ENGINEERING,,,
525,SEPASAD ENGINEERING,734184,0.554969,UU1234620,TMG ENGINEERING,,,
526,FATER ENGINEERING INSTITUTE,1208660,0.5208769,UU1234620,TMG ENGINEERING,,,
527,TECHNOTAR ENGINEERING,3007594,0.51376295,UU1234620,TMG ENGINEERING,,,
528,EUROGROUP ENGINEERING,6492081,0.4930846,UU1234620,TMG ENGINEERING,,,
529,MINES AND METALS ENGINEERING,1304220,0.4739157,UU1234620,TMG ENGINEERING,,,
530,REY NIRU ENGINEERING,2041730,0.4704325,UU1234620,TMG ENGINEERING,,,
531,MIRAGE FOR ENGINEERING AND TRADING,3312061,0.44017324,UU1234620,TMG ENGINEERING,,,
532,HESCO ENGINEERING CONSTRUCTION,2873383,0.43581247,UU1234620,TMG ENGINEERING,,,
533,HESCO ENGINEERING CONSTRUCTION,2873382,0.43581247,UU1234620,TMG ENGINEERING,,,
534,OFOGH SABERIN ENGINEERING DEVELOPMENT,1345077,0.43362463,UU1234620,TMG ENGINEERING,,,
535,SADID CARAN SABA ENGINEERING,3572138,0.43302476,UU1234620,TMG ENGINEERING,,,
536,SOMIC ENGINEERING AND MANAGEMENT,6155473,0.42566937,UU1234620,TMG ENGINEERING,,,
537,CSSC OFFSHORE MARINE ENGINEERING GROUP COMPANY,522044,0.42004108,UU1234620,TMG ENGINEERING,,,
538,SEPANIR OIL AND GAS ENGINEERING,1273776,0.41370258,UU1234620,TMG ENGINEERING,,,
539,RASTAFANN ERTEBAT ENGINEERING,3610305,0.41192177,UU1234620,TMG ENGINEERING,,,
540,ALINMAA ENGINEERING AND CONTRACTING,2691975,0.41102445,UU1234620,TMG ENGINEERING,,,
541,ALINMAA ENGINEERING AND CONTRACTING,2691974,0.41102445,UU1234620,TMG ENGINEERING,,,
542,MAHAB GHODSS CONSULTING ENGINEERING,1304231,0.41098693,UU1234620,TMG ENGINEERING,,,
543,D2 IMAGINEERING,4211075,0.40561694,UU1234620,TMG ENGINEERING,"[b'TMJN', b'TMKN']",0.67633617,"[b'TMKN', None]"
544,ARAB PETROLEUM ENGINEERING COMPANY,11541,0.39391956,UU1234620,TMG ENGINEERING,,,
545,ASSOCIATED ENGINEERS,11549,0.39104554,UU1234620,TMG ENGINEERING,,,
546,A ENGINEERING ELECTRONICS MEDIA PRINTING CO,3562450,0.39094225,UU1234620,TMG ENGINEERING,,,
547,NPV ENGINEERING OPEN JOINT STOCK,4028701,0.38973632,UU1234620,TMG ENGINEERING,,,
548,CHINA NUCLEAR ENGINEERING CORPORATION,1870695,0.38956758,UU1234620,TMG ENGINEERING,,,
549,TAWU MECHANICAL ENGINEERING AND TRADING,5136122,0.38904986,UU1234620,TMG ENGINEERING,"[b'TMXN', b'TMKN']",0.68279445,"[b'TMKN', None]"
550,GHESHM SHIPPING LINES MARINE AND ENGINEERING SERVICES,4566351,0.38750443,UU1234620,TMG ENGINEERING,,,
551,NOVIN PARS MINERAL EXPLORATION AND MINING ENGINEERING,4568871,0.38705382,UU1234620,TMG ENGINEERING,,,
552,TRY PHEAP ENGINEERING CONSTRUCTION CO,5425939,0.3807391,UU1234620,TMG ENGINEERING,,,
553,ATOMIC FUEL DEVELOPMENT ENGINEERING,1638150,0.37894416,UU1234620,TMG ENGINEERING,,,
554,GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY,5855477,0.37030113,UU1234620,TMG ENGINEERING,,,
555,GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY,5855779,0.37030113,UU1234620,TMG ENGINEERING,,,
556,AL AMIR CO FOR ENGINEERING CONSTRUCTION AND GENERAL TRADE,6876478,0.37000966,UU1234620,TMG ENGINEERING,,,
557,PARS SAZEH ENGINEERING AND CONSTRUCTION,4569207,0.36900955,UU1234620,TMG ENGINEERING,,,
558,NATIONAL IRANIAN OIL ENGINEERING AND CONSTRUCTION,1305677,0.3535976,UU1234620,TMG ENGINEERING,,,
559,LIMITED LIABILITY COMPANY BELINVESTENGINEERING,6919897,0.34882894,UU1234620,TMG ENGINEERING,,,
560,GHADIR PAYMAN COUNSELING ENGINEERS,4568968,0.34164256,UU1234620,TMG ENGINEERING,,,
561,DAMAVAND ELECTRICITY AND POWER ENGINEERING,4566400,0.33769038,UU1234620,TMG ENGINEERING,,,
562,SAHEL CONSULTANT ENGINEERS,734185,0.33290446,UU1234620,TMG ENGINEERING,,,
563,IMENSAZEN CONSULTANT ENGINEERS INSTITUTE,1208665,0.26289406,UU1234620,TMG ENGINEERING,,,
564,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4241046,0.25874364,UU1234620,TMG ENGINEERING,,,
565,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4241045,0.25874364,UU1234620,TMG ENGINEERING,,,
566,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240973,0.25874364,UU1234620,TMG ENGINEERING,,,
567,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240972,0.25874364,UU1234620,TMG ENGINEERING,,,
568,ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,4240971,0.25874364,UU1234620,TMG ENGINEERING,,,
569,DARKAZANLI,41199,0.56373805,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
570,GELERI IMPORT EXPORT,1672557,0.55492526,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
571,SAD IMPORT EXPORT,1508927,0.5529656,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
572,BARAKAT IMPORT EXPORT,234055,0.5005878,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
573,M D S IMPORT EXPORT CO,5425896,0.47644407,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
574,SEGOVIA IMPORT EXPORT,3012050,0.45878953,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
575,ROCK FISH IMPORT EXPORT,594078,0.45364076,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
576,KRADUMPORN IMPORT EXPORT COMPANY,376040,0.43063676,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
577,EXCLUSIVE IMPORT EXPORT,6674798,0.41213852,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
578,TRY PHEAP IMPORT EXPORT CO,5425923,0.4100831,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
579,BELS FLOWERS IMPORT EXPORT,757179,0.40052077,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
580,MOBILE ZONE INTERNATIONAL IMPORTEXPORT,5160847,0.38948378,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
581,GENETICA IMPORTEXPORT SPR DE RL DE,1346150,0.37621364,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
582,GLOBAL TECHNOLOGY IMPORT EXPORT SA GTI,1653097,0.34845555,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
583,KAZAN,319086,0.329086,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
584,CHINA NATIONAL PRECISION MACHINERY IMPORTEXPORT,87677,0.31914368,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
585,DALIAN GOLDEN SUN IMPORT AND EXPORT CO,5644862,0.31300506,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
586,IMPORTADORA Y EXPORTADORA LORENZANA,1886426,0.30992123,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
587,MOAZ ABDULLA DAEL FOR IMPORT AND EXPORT,6918088,0.30931142,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
588,WUHAN SANJIANG IMPORT AND EXPORT CO,3610307,0.3074155,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
589,PANAMERICAN IMPORT AND EXPORT COMMERCIAL,53546,0.30268955,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
590,SANMING SINOEURO IMPORT AND EXPORT CO,5136107,0.29442316,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
591,DOLL EXPORT,1218426,0.29283735,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
592,DOLL EXPORT,1218422,0.29283735,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
593,CUBAEXPORT,53471,0.28746438,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
594,PREDSTAVNISTVO CASAGRANDE EXPORTIMPORT,2600459,0.27267808,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
595,NINGBO NEW CENTURY IMPORT AND EXPORT COMPANY,3312059,0.27114335,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
596,COMPANIA DE IMPORTACION Y EXPORTACION IBERIA,53467,0.2562658,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
597,IMPORTACIONES Y EXPORTACIONES NOBARO SA DE,1270447,0.25273243,VV1234621,MAMOUN DARKAZANLI IMPORTEXPORT,,,
598,DARKAZANLI,41199,0.56373805,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
599,GELERI IMPORT EXPORT,1672557,0.55492526,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
600,SAD IMPORT EXPORT,1508927,0.5529656,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
601,BARAKAT IMPORT EXPORT,234055,0.5005878,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
602,M D S IMPORT EXPORT CO,5425896,0.47644407,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
603,SEGOVIA IMPORT EXPORT,3012050,0.45878953,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
604,ROCK FISH IMPORT EXPORT,594078,0.45364076,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
605,KRADUMPORN IMPORT EXPORT COMPANY,376040,0.43063676,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
606,EXCLUSIVE IMPORT EXPORT,6674798,0.41213852,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
607,TRY PHEAP IMPORT EXPORT CO,5425923,0.4100831,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
608,BELS FLOWERS IMPORT EXPORT,757179,0.40052077,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
609,MOBILE ZONE INTERNATIONAL IMPORTEXPORT,5160847,0.38948378,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
610,GENETICA IMPORTEXPORT SPR DE RL DE,1346150,0.37621364,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
611,GLOBAL TECHNOLOGY IMPORT EXPORT SA GTI,1653097,0.34845555,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
612,KAZAN,319086,0.329086,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
613,CHINA NATIONAL PRECISION MACHINERY IMPORTEXPORT,87677,0.31914368,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
614,DALIAN GOLDEN SUN IMPORT AND EXPORT CO,5644862,0.31300506,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
615,IMPORTADORA Y EXPORTADORA LORENZANA,1886426,0.30992123,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
616,MOAZ ABDULLA DAEL FOR IMPORT AND EXPORT,6918088,0.30931142,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
617,WUHAN SANJIANG IMPORT AND EXPORT CO,3610307,0.3074155,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
618,PANAMERICAN IMPORT AND EXPORT COMMERCIAL,53546,0.30268955,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
619,SANMING SINOEURO IMPORT AND EXPORT CO,5136107,0.29442316,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
620,DOLL EXPORT,1218426,0.29283735,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
621,DOLL EXPORT,1218422,0.29283735,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
622,CUBAEXPORT,53471,0.28746438,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
623,PREDSTAVNISTVO CASAGRANDE EXPORTIMPORT,2600459,0.27267808,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
624,NINGBO NEW CENTURY IMPORT AND EXPORT COMPANY,3312059,0.27114335,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
625,COMPANIA DE IMPORTACION Y EXPORTACION IBERIA,53467,0.2562658,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
626,IMPORTACIONES Y EXPORTACIONES NOBARO SA DE,1270447,0.25273243,VV1234622,MAMOUN DARKAZANLI IMPORTEXPORT,,,
627,ZIMBABWE MINING DEVELOPMENT,913096,0.5251519,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
628,NATIONAL INDUSTRIES AND MINING DEVELOPMENT,4568552,0.5143621,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
629,VENTORA DEVELOPMENT,4280966,0.4525811,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
630,TADBIR DRILLING DEVELOPMENT,2053154,0.43523377,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
631,AMROGGANG DEVELOPMENT BANK,1102528,0.40704262,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
632,GHADIR INTERNATIONAL TRADING AND DEVELOPMENT,4568526,0.4014155,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
633,KOREA UNITED DEVELOPMENT BANK,1102538,0.39737302,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
634,ROZARO DEVELOPMENT,3712962,0.3807131,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
635,ACHIM DEVELOPMENT,2564035,0.37676725,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
636,TOVASE DEVELOPMENT,5280920,0.376333,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
637,NARENJESTAN HOTEL AND BUILDING DEVELOPMENT,4568506,0.37227884,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
638,SIMATIC DEVELOPMENT,1629765,0.36394963,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
639,KAVEH PARS MINING INDUSTRIES DEVELOPMENT,5202955,0.3603568,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
640,OFOGH SABERIN ENGINEERING DEVELOPMENT,1345077,0.35976112,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
641,EKO DEVELOPMENT AND INVESTMENT,2861213,0.35968673,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
642,NOVE DEVELOPMENT EOOD,6492086,0.35647577,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
643,IRANIAN NOVIN INDUSTRY DEVELOPMENT,4066322,0.3494776,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
644,INTERNATIONAL INVESTMENT DEVELOPMENT HOLDING,5427443,0.33715764,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
645,SINO ZIM DEVELOPMENT,2280532,0.3355474,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
646,GHADIR INVESTMENT AND INDUSTRY DEVELOPMENT,4568557,0.33109245,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
647,SINA ENERGY DEVELOPMENT,3220034,0.3283959,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
648,IRAN ZINC MINES DEVELOPMENT,1737418,0.32589427,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
649,SAKHTEMAN INTERNATIONAL DEVELOPMENT,4569227,0.32441685,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
650,MININ,4447064,0.31950107,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
651,UNION DEVELOPMENT GROUP CO,6029651,0.31768596,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
652,ROMDOUL DEVELOPMENT CO,5425913,0.316269,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
653,KORYO CREDIT DEVELOPMENT BANK,1102540,0.3125322,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
654,IRAN ELECTRONIC DEVELOPMENT,1679212,0.30840757,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
655,NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION,2956173,0.3069277,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
656,SINA PAYA SANAT DEVELOPMENT,6155475,0.305951,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
657,AMINI,4217199,0.3055381,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
658,CEMENT INDUSTRY INVESTMENT AND DEVELOPMENT,1031034,0.30545646,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
659,VENTORA MINING,6817740,0.3032867,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
660,GHADIR REALTIME SYSTEMS DEVELOPMENT,4566249,0.3028159,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
661,RADIATION APPLICATIONS DEVELOPMENT,4569105,0.30277455,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
662,EQUIPMENT DEVELOPMENT DEPARTMENT,4419604,0.30025455,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
663,ALAMER DEVELOPMENT AND REAL ESTATE INVESTMENT,6217757,0.2987681,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
664,IRANIAN MINES AND MINING INDUSTRIES DEVELOPMENT AND RENOVATION ORGANIZATION,1055671,0.2931469,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
665,PISHGAMAN HORIZON DEVELOPMENT IRANIAN BUSINESS TRADING,6155321,0.29251903,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
666,NATIONAL DEVELOPMENT FUND OF IRAN,1523254,0.29240155,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
667,BEHSAZAN PARS EQUIPMENT DEVELOPMENT,4566394,0.29145128,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
668,PARSIAN OIL AND GAS DEVELOPMENT,3284403,0.29042247,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
669,ATOMIC FUEL DEVELOPMENT ENGINEERING,1638150,0.2884946,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
670,BEHSHAHR INDUSTRIAL DEVELOPMENT,4566406,0.28847697,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
671,EXPORT DEVELOPMENT BANK OF IRAN,832095,0.28814462,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
672,AGRICULTURAL DEVELOPMENT BANK,3584547,0.2871997,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
673,TADBIR CONSTRUCTION DEVELOPMENT,2041511,0.2870402,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
674,IRANIAN TITANIUM DEVELOPMENT,4569225,0.2862636,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
675,KOREA TANGUN TRADING,782411,0.2862619,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
676,PARS INTERNATIONAL INDUSTRY DEVELOPMENT,4569146,0.28436473,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
677,INTERNATIONAL INDUSTRIAL DEVELOPMENT BANK,1102535,0.28400666,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
678,DING,1062675,0.28392747,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
679,RAZAVI OIL AND GAS DEVELOPMENT,2972564,0.2826704,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
680,PARSIAN RAIL TRANSPORT DEVELOPMENT,1464252,0.28215525,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
681,MIDDLE EAST MINES AND MINERAL INDUSTRIES DEVELOPMENT HOLDING,6231490,0.2807637,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
682,KOREA NAMGANG TRADING,5478390,0.27965698,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
683,KOREA KUMSAN TRADING,2962244,0.27929038,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
684,KOREA DAIZIN TRADING,6192241,0.27838665,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
685,KOREA DAIZIN TRADING,6192263,0.27838665,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
686,TECHNOLOGY AND DEVELOPMENT GROUP,34618,0.27807868,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
687,IRAN MOBIN ELECTRONIC DEVELOPMENT,1285839,0.2757645,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
688,CREDIT INSTITUTION FOR DEVELOPMENT,1679661,0.27574155,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
689,JOINT STOCK COMPANY HALSDEVELOPMENT,1517157,0.2718939,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
690,TADBIR ENERGY DEVELOPMENT GROUP,2037050,0.27111584,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
691,PETROCHEMICAL INDUSTRIES DEVELOPMENT MANAGEMENT,584118,0.2695237,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
692,APEX DEVELOPMENT AND PROJECTS,4888159,0.26920176,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
693,KOREA TAESONG TRADING,967026,0.26878148,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
694,ADVANCED ELECTRONICS DEVELOPMENT,7314,0.26877785,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
695,PETROIRAN DEVELOPMENT COMPANY PEDCO,1273788,0.2667488,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
