,left_WHOLE_NAME,left_UID,similarity,right_Company CIK Key,right_Company Name
6731, BOM ASSET MANAGEMENT LTD,2399587,0.61698085,1569366,PARAMETRICA ASSET MANAGEMENT LTD.
6732, BOM ASSET MANAGEMENT LTD,2399587,0.61698085,1535090,PARAMETRICA ASSET MANAGEMENT LTD
6733, SES INTERNATIONAL CORP,226922,0.64753616,799729,PAREXEL INTERNATIONAL CORP
6734, A T E INTERNATIONAL LTD,7302,0.64627844,1657085,PARFIELD INTERNATIONAL LTD
6735, CK INTERNATIONAL LTD,3747404,0.63898885,1657085,PARFIELD INTERNATIONAL LTD
6736, CK INTERNATIONAL LTD,3747403,0.63898885,1657085,PARFIELD INTERNATIONAL LTD
6737, STARS INTERNATIONAL LTD,2357183,0.6011158,1657085,PARFIELD INTERNATIONAL LTD
6738, STARS INTERNATIONAL LTD,2357182,0.6011158,1657085,PARFIELD INTERNATIONAL LTD
6739, DANIEL,1955894,0.6067993,1366639,PARK DANIEL J
6740,Mark John TAYLOR,1017925,0.60813475,1251328,PARK JOHN
6741,Mark John TAYLOR,1017925,0.60813475,1444535,PARK JOHN
6742,Kyong Hwan MUN,3584670,0.7494649,1611083,PARK YONG HWAN
6743,Kyong-hwa CHANG,2962363,0.6595829,1611083,PARK YONG HWAN
6744, SES INTERNATIONAL CORP,226922,0.64362305,1172843,PARKCOMM INTERNATIONAL CORP
6745, DANIEL,1955894,0.67691344,1340795,PARKE DANIEL
6746,Alexander Alexandrovich ZHAROV,1262760,0.60196376,1368391,PARKER ALEXANDER
6747, A T E INTERNATIONAL LTD,7302,0.73296815,1599321,PARKER INTERNATIONAL LTD
6748, CK INTERNATIONAL LTD,3747404,0.72470087,1599321,PARKER INTERNATIONAL LTD
6749, CK INTERNATIONAL LTD,3747403,0.72470087,1599321,PARKER INTERNATIONAL LTD
6750, STARS INTERNATIONAL LTD,2357183,0.68174756,1599321,PARKER INTERNATIONAL LTD
6751, STARS INTERNATIONAL LTD,2357182,0.68174756,1599321,PARKER INTERNATIONAL LTD
6752, THEODOROS,3805907,0.6524404,1530226,PARKER THEODORE F
6753, MECHANICAL CONSTRUCTION FACTORY,782429,0.6412807,1096226,PARKS MECHANICAL CONSTRUCTION CORP
6754, SIERRA,4647226,0.64032954,1128654,PARKSIERRA CORP
6755, AMAN HOLDING COMPANY,4870165,0.630188,1167354,PARMAN HOLDING CORP
6756, REEM PHARMACEUTICAL,3312046,0.6297334,1235735,PARMED PHARMACEUTICALS INC
6757, DAVAR SHIPPING CO LTD,1657149,0.6180008,1336149,PARNIS SHIPPING CO LTD
6758, DAVAR SHIPPING CO LTD,1657149,0.62373906,1336144,PARNON SHIPPING CO LTD
6759, FARTRADE HOLDINGS S A,29768,0.6007321,1100190,PARRADE HOLDINGS INC
6760, BOM ASSET MANAGEMENT LTD,2399587,0.6253938,1301488,PARTNER ASSET MANAGEMENT LLC
6761," CHINA SATELLITE COMMUNICATIONS CO., LTD.",359308,0.6166455,1096691,PARTNER COMMUNICATIONS CO LTD
6762, OYSTER INVESTMENTS LLC,4992912,0.63893247,1343211,PARTNER INVESTMENTS L P
6763, STARS GROUP HOLDING,2357181,0.74093586,1534259,PARTNERS GROUP HOLDING AG
6764, KASB INTERNATIONAL LLC,2112742,0.64122325,1171646,PAS INTERNATIONAL LLC
6765, A T E INTERNATIONAL LTD,7302,0.63897663,1171646,PAS INTERNATIONAL LLC
6766, NIMR INTERNATIONAL L.L.C.,6603412,0.63204813,1171646,PAS INTERNATIONAL LLC
6767, NIMR INTERNATIONAL L.L.C.,6603410,0.63204813,1171646,PAS INTERNATIONAL LLC
6768, NIMR INTERNATIONAL L.L.C.,6603407,0.63204813,1171646,PAS INTERNATIONAL LLC
6769, CK INTERNATIONAL LTD,3747404,0.6317695,1171646,PAS INTERNATIONAL LLC
6770, CK INTERNATIONAL LTD,3747403,0.6317695,1171646,PAS INTERNATIONAL LLC
6771, NIA INTERNATIONAL,2436802,0.6292201,1171646,PAS INTERNATIONAL LLC
6772, STARS INTERNATIONAL LTD,2357183,0.62541825,1171646,PAS INTERNATIONAL LLC
6773, STARS INTERNATIONAL LTD,2357182,0.62541825,1171646,PAS INTERNATIONAL LLC
6774, SES INTERNATIONAL CORP,226922,0.6129201,1171646,PAS INTERNATIONAL LLC
6775, SPI INTERNATIONAL,5644930,0.60550034,1171646,PAS INTERNATIONAL LLC
6776, SPI INTERNATIONAL,5644929,0.60550034,1171646,PAS INTERNATIONAL LLC
6777, SPI INTERNATIONAL,5644868,0.60550034,1171646,PAS INTERNATIONAL LLC
6778, AVIA GROUP LLC,2259545,0.6067468,1084397,PASTA GROUP L L C
6779, ALEL TECHNOLOGIES LLC,5837124,0.65613455,1433682,PATCOR TECHNOLOGIES LLC
6780, DANIEL,1955894,0.619499,1576692,PATERRA DANIEL
6781, CHINA TELECOMMUNICATIONS CORPORATION,263450,0.64188,720695,PATHE COMMUNICATIONS CORP
6782, FINANCIAL CORPORATION FINCORP CA,4211084,0.6186089,769073,PATRICK FINANCIAL CORPORATION
6783, RUSSIAN FINANCIAL CORPORATION,2246506,0.6045022,769073,PATRICK FINANCIAL CORPORATION
6784, GREEN SHIPPING LTD,2751904,0.61141545,1291575,PATRIO SHIPPING LTD.
6785, GREEN SHIPPING LTD,2751903,0.61141545,1291575,PATRIO SHIPPING LTD.
6786, PATRIOT,4383074,0.60304725,1145890,PATRIOT BANK N A
6787, PATRIOT,4383074,0.7060669,1145890,PATRIOT BANK
6788, PATRIOT,4383074,0.6096315,1238768,PATRIOT CAPITAL FUND LP
6789, PATRIOT,4383074,0.65491545,1331542,PATRIOT CAPITAL LLC
6790, PATRIOT,4383074,0.6069253,1047474,PATRIOT CAPITAL TRUST I
6791, PATRIOT,4383074,0.62895924,1342045,PATRIOT CHARTER LLC
6792, PATRIOT,4383074,0.6168982,1698526,"PATRIOT CO-INVEST, L.P."
6793, PATRIOT,4383074,0.62893707,1376812,PATRIOT COAL CORP
6794, PATRIOT,4383074,0.66472197,1646276,"PATRIOT ENERGY, INC."
6795, PATRIOT,4383074,0.6117877,1680782,"PATRIOT FINANCE, LLC"
6796, PATRIOT,4383074,0.67247593,1495517,PATRIOT FUND A LLC
6797, PATRIOT,4383074,0.6261982,805729,PATRIOT INVESTMENT CORP
6798, PATRIOT,4383074,0.60120183,1508575,PATRIOT MINERALS INC.
6799, PATRIOT,4383074,0.61928034,1619917,"PATRIOT NATIONAL, INC."
6800, PATRIOT,4383074,0.6861194,1347911,PATRIOT RAIL LLC
6801, PATRIOT,4383074,0.65797526,1489680,PATRIOT TRADING LLC
6802, PATRIOT,4383074,0.8038312,1380519,PATRIOT TRUST
6803, PATRIOT,4383074,0.612771,1489681,PATRIOT VENTURES LLC
6804, PATTERSON FARM,217004,0.60286343,1008488,PATTERSON ANE
6805, PATTERSON FARM,217004,0.6344379,1103015,PATTERSON C E
6806, A T E INTERNATIONAL LTD,7302,0.65587735,1448805,PAULSON INTERNATIONAL LTD.
6807, CK INTERNATIONAL LTD,3747404,0.6484796,1448805,PAULSON INTERNATIONAL LTD.
6808, CK INTERNATIONAL LTD,3747403,0.6484796,1448805,PAULSON INTERNATIONAL LTD.
6809, STARS INTERNATIONAL LTD,2357183,0.61004406,1448805,PAULSON INTERNATIONAL LTD.
6810, STARS INTERNATIONAL LTD,2357182,0.61004406,1448805,PAULSON INTERNATIONAL LTD.
6811, REY INVESTMENT COMPANY,2041729,0.6129936,356343,PAULSON INVESTMENT COMPANY LLC
6812, REY INVESTMENT COMPANY,2041729,0.66006374,356343,"PAULSON INVESTMENT COMPANY, INC."
6813, FINANCIAL CORPORATION FINCORP CA,4211084,0.6013442,1610756,PAVILION FINANCIAL CORP
6814, STARS COMMUNICATIONS LTD,2357179,0.6070889,1080531,PAYSTAR COMMUNICATIONS CORP
6815, IAC INTERNATIONAL INC,232101,0.6095128,1470336,"PB CAPITAL INTERNATIONAL, INC"
6816, GPB FINANCIAL SERVICES LIMITED,2368975,0.70589715,1146229,PB FINANCIAL SERVICE CORP
6817, BM HOLDING AG,2398307,0.6871264,1344633,PBM HOLDING CO
6818, BM HOLDING AG,2398307,0.6792308,1616799,"PBM HOLDINGS, LLC"
6819, IAC INTERNATIONAL INC,232101,0.6657649,76791,PCA INTERNATIONAL INC
6820, NIA INTERNATIONAL,2436802,0.66549444,76791,PCA INTERNATIONAL INC
6821, AMIN INVESTMENT BANK,1523436,0.6013023,1062180,"PCE INVESTMENT BANKERS, INC."
6822, STARS INTERNATIONAL LTD,2357183,0.6378893,1189480,PCM PARTNERS INTERNATIONAL LTD
6823, STARS INTERNATIONAL LTD,2357182,0.6378893,1189480,PCM PARTNERS INTERNATIONAL LTD
6824, A T E INTERNATIONAL LTD,7302,0.60713625,1189480,PCM PARTNERS INTERNATIONAL LTD
6825, CK INTERNATIONAL LTD,3747404,0.6002882,1189480,PCM PARTNERS INTERNATIONAL LTD
6826, CK INTERNATIONAL LTD,3747403,0.6002882,1189480,PCM PARTNERS INTERNATIONAL LTD
6827, OYSTER INVESTMENTS LLC,4992912,0.6149969,1706926,PDR INVESTMENTS LLC
6828, PANACEA INTERNATIONAL LTD,2570231,0.614922,1389460,PEAK IDEA INTERNATIONAL LTD
6829, CK INTERNATIONAL LTD,3747404,0.75785965,1036081,PEAK INTERNATIONAL LTD
6830, CK INTERNATIONAL LTD,3747403,0.75785965,1036081,PEAK INTERNATIONAL LTD
6831, A T E INTERNATIONAL LTD,7302,0.6939453,1036081,PEAK INTERNATIONAL LTD
6832, STARS INTERNATIONAL LTD,2357183,0.6454518,1036081,PEAK INTERNATIONAL LTD
6833, STARS INTERNATIONAL LTD,2357182,0.6454518,1036081,PEAK INTERNATIONAL LTD
6834, GREEN CAR RENT LIMITED PARTNERSHIP,376041,0.6370594,911938,PEAK INVESTMENT LIMITED PARTNERSHIP
6835, DANIEL,1955894,0.6132341,1661541,PEALE DANIEL S
6836, REEM PHARMACEUTICAL,3312046,0.6304161,1426429,PEAR TREE PHARMACEUTICALS INC
6837, ALL ENERGY INVESTMENTS LTD,3562451,0.75401074,1642398,"PEARL ENERGY INVESTMENTS, L.P."
6838, GREEN CAR RENT LIMITED PARTNERSHIP,376041,0.62175214,1178855,PEARL LIMITED PARTNERSHIP
6839, MARLIN,6797032,0.6040157,1341066,PEARLIN MARC
6840,Stephen LO,2093295,0.60025585,1351733,PEARSON STEPHEN L
6841, PATRIOT INSURANCE BROKERS CO. LTD,3713002,0.6269412,1597430,PEATE INSURANCE BROKER
6842, REEM PHARMACEUTICAL,3312046,0.63545936,1293897,"PECOS PHARMACEUTICAL, INC."
6843, DANIEL,1955894,0.60635763,1702668,PEED DANIEL
6844, NEDA INDUSTRIAL GROUP,638861,0.6182129,746156,PEERLESS INDUSTRIAL GROUP INC
6845, SANAM INDUSTRIAL GROUP,100111,0.60895616,746156,PEERLESS INDUSTRIAL GROUP INC
6846, PEGAS,6917335,0.62632084,1129238,PEGASUS FUND LP
6847, PEGAS,6917335,0.6371843,814067,PEGASUS FUNDS
6848, PEGAS,6917335,0.64417726,1377469,"PEGASUS TEL, INC."
6849, PEGAS,6917335,0.64417726,1377469,"PEGASUS TEL, INC"
6850, PEGAS,6917335,0.6025447,1013857,PEGASYSTEMS INC
6851, ALEL TECHNOLOGIES LLC,5837124,0.63927346,1178688,PEL TECHNOLOGIES INVESTMENT I LLC
6852, ALEL TECHNOLOGIES LLC,5837124,0.8702035,1157737,PEL TECHNOLOGIES LLC
6853, STARS COMMUNICATIONS LTD,2357179,0.6076924,1296414,PELEPHONE COMMUNICATIONS LTD.
6854, SES INTERNATIONAL CORP,226922,0.6068666,1000681,PELICAN PROPERTIES INTERNATIONAL CORP
6855, IAC INTERNATIONAL INC,232101,0.6492998,1080319,PENDER INTERNATIONAL INC
6856,Dong CHEN,1087722,0.6981803,1174291,PENG CHEN
6857,Guifeng CHENG,5915603,0.6447826,1174291,PENG CHEN
6858, DONG FENG 6,3802410,0.6693871,1673696,PENG FENG
6859, SES INTERNATIONAL CORP,226922,0.6850086,1070772,PENHALL INTERNATIONAL CORP
6860, IAC INTERNATIONAL INC,232101,0.620157,1394101,PENN ATLANTIC INTERNATIONAL INC
6861, DANIEL,1955894,0.6559276,1480576,PENN DANIEL
6862, IAC INTERNATIONAL INC,232101,0.6740983,1262910,PENN INTERNATIONAL INC
6863, NIA INTERNATIONAL,2436802,0.6058536,1262910,PENN INTERNATIONAL INC
6864, GOLDEN STAR TRADING LLC,6062439,0.7398879,1100961,PENSTAR TRADING LLC                                     /BD
6865, GOLDEN STAR TRADING LLC,6062439,0.83110815,1100961,"PENSTAR TRADING, LLC"
6866, NEDA INDUSTRIAL GROUP,638861,0.6376395,1084711,PENTACON INDUSTRIAL GROUP INC
6867, SANAM INDUSTRIAL GROUP,100111,0.62809193,1084711,PENTACON INDUSTRIAL GROUP INC
6868, IAC INTERNATIONAL INC,232101,0.65486056,760461,PENTECH INTERNATIONAL INC
6869, MINISTRY OF PEOPLE'S SECURITY,3069973,0.7106356,1376177,PEOPLE'S SECURITIES INC.
6870, MINISTRY OF PEOPLE'S SECURITY,3069973,0.7106356,719538,"PEOPLE'S SECURITIES, INC."
6871, A T E INTERNATIONAL LTD,7302,0.6264076,1445204,PEP VI INTERNATIONAL LTD.
6872, CK INTERNATIONAL LTD,3747404,0.61934227,1445204,PEP VI INTERNATIONAL LTD.
6873, CK INTERNATIONAL LTD,3747403,0.61934227,1445204,PEP VI INTERNATIONAL LTD.
6874, SMILE TECHNOLOGIES SA,4992724,0.62815267,878556,PER SE TECHNOLOGIES INC
6875, SABRINA,939125,0.7145878,1160313,PEREL SABRINA
6876,Irma CAZAREZ PEREZ,769055,0.6116113,1187063,PEREZ PETER M
6877,Efrain CAZAREZ PEREZ,769053,0.6031112,1187063,PEREZ PETER M
6878, DANIEL,1955894,0.6132302,1437805,PERINI DANIEL
6879, IAC INTERNATIONAL INC,232101,0.6519417,1579717,PERK INTERNATIONAL INC.
6880, CK INTERNATIONAL LTD,3747404,0.61923355,1579717,PERK INTERNATIONAL INC.
6881, CK INTERNATIONAL LTD,3747403,0.61923355,1579717,PERK INTERNATIONAL INC.
6882, BOM ASSET MANAGEMENT LTD,2399587,0.6012273,1438129,PERMAL ASSET MANAGEMENT LLC
6883,Stephen LO,2093295,0.62310964,1292535,PERRONE STEPHEN L
6884, DANIEL,1955894,0.62427855,1520338,PERRY DANIEL
6885, SUN PROPERTIES LLC,5147815,0.6123202,1252053,PERSIMMON PROPERTIES LLC
6886, GREEN CAR RENT LIMITED PARTNERSHIP,376041,0.60453695,1561265,PERSIS LIMITED PARTNERSHIP
6887, DINO I,1955766,0.62860084,1545993,"PERTINO, INC."
6888, PERUVIAN PRECIOUS METALS S.A.C.,1019055,0.87615275,1384831,PERUVIAN PRECIOUS METALS CORP.
6889, IAC INTERNATIONAL INC,232101,0.64275223,1186198,PETALS INTERNATIONAL INC
6890, DANIEL,1955894,0.63832,1437413,PETERS DANIEL
6891, DANIEL,1955894,0.6174692,1114619,PETERSON DANIEL
6892, DANIEL,1955894,0.6174692,1295135,PETERSON DANIEL
6893, PETION,5280918,0.62847626,1553418,PETITIONERS INC
6894, PETRO GREEN,2031933,0.6146754,1430352,PETRO GRANDE LLC
6895, PETRO GREEN,2031933,0.6146754,1430352,"PETRO GRANDE, LLC"
6896, A T E INTERNATIONAL LTD,7302,0.639709,1319828,PETROGEN INTERNATIONAL LTD.
6897, CK INTERNATIONAL LTD,3747404,0.6324936,1319828,PETROGEN INTERNATIONAL LTD.
6898, CK INTERNATIONAL LTD,3747403,0.6324936,1319828,PETROGEN INTERNATIONAL LTD.
6899, PETRO GREEN,2031933,0.7419312,1558465,"PETROGRESS, INC."
6900, PROGRES,3805867,0.6109278,1558465,"PETROGRESS, INC."
6901, PETROPLUS LTD,3805921,0.6028081,1419462,PETROPLUS HOLDINGS AG
6902, PETROPLUS LTD,3805921,0.6419787,1202934,PETROPLUS PARRY G
6903,Andrei Vladimirovich SKOCH,14278,0.7223876,1598584,PETROV ANDREI VLADIMIROVICH
6904,Vladimir Vladimirovich PUTIN,2692,0.6167575,1598584,PETROV ANDREI VLADIMIROVICH
6905,Vladimir Vladimirovich NEMTSEV,5288574,0.60457903,1598584,PETROV ANDREI VLADIMIROVICH
6906,Igor Vladimirovich NESTEROV,5288941,0.6030762,1598584,PETROV ANDREI VLADIMIROVICH
6907,Petr Petrovich MIKLASHEVICH,265689,0.6191404,1228090,PETROVICH MICHAEL
6908, TRUST INSURANCE SERVICES SAL,5192567,0.6710725,1375390,PETS BEST INSURANCE SERVICES LLC
6909, A T E INTERNATIONAL LTD,7302,0.7554827,1409744,"PETS INTERNATIONAL, LTD."
6910, CK INTERNATIONAL LTD,3747404,0.7469614,1409744,"PETS INTERNATIONAL, LTD."
6911, CK INTERNATIONAL LTD,3747403,0.7469614,1409744,"PETS INTERNATIONAL, LTD."
6912, STARS INTERNATIONAL LTD,2357183,0.7316139,1409744,"PETS INTERNATIONAL, LTD."
6913, STARS INTERNATIONAL LTD,2357182,0.7316139,1409744,"PETS INTERNATIONAL, LTD."
6914, PANACEA INTERNATIONAL LTD,2570231,0.6015991,1409744,"PETS INTERNATIONAL, LTD."
6915, NORTH GROUP HOLDING CORP,2570227,0.65422344,1607711,PH GROUP HOLDINGS CORP.
6916, REEM PHARMACEUTICAL,3312046,0.61541355,1311797,"PHARMACEUTICAL LOGISTICS, INC."
6917, QINSHENG PHARMACEUTICAL TECHNOLOGY CO LTD,5183099,0.6105852,873813,PHARMACEUTICAL MEDICAL TECHNOLOGY FUND LP
6918, REEM PHARMACEUTICAL,3312046,0.60669196,878088,PHARMACEUTICAL RESOURCES INC
6919, MAINPHARMA,5023601,0.685368,1608123,PHARMAIN CORP
6920, MAINPHARMA,5023601,0.60440534,1379316,PHARMAIN LTD
6921, REEM PHARMACEUTICAL,3312046,0.6248452,1450197,PHARMSTAR PHARMACEUTICALS INC
6922, DANIEL,1955894,0.6070573,1402861,PHELAN DANIEL J
6923, INDUSTRIAL SOLUTIONS,1085087,0.6175817,1467751,"PHIAL SOLUTIONS, INC."
6924, INFORMATION SYSTEMS IRAN,1322711,0.6222669,792157,PHOENIX INFORMATION SYSTEMS CORP
6925," CHINA SATELLITE COMMUNICATIONS CO., LTD.",359308,0.6299965,1268099,PHOENIX SATELLITE COMMUNICATIONS CORP
6926, ALEL TECHNOLOGIES LLC,5837124,0.6649054,821511,PHONETEL TECHNOLOGIES INC
6927,Maria Eugenia QUINTERO MARIN,305170,0.6228857,1555629,PICHARDO MARIA EUGENIA
6928, CHINA TELECOMMUNICATIONS CORPORATION,263450,0.6008201,1006282,PICK COMMUNICATIONS CORP
6929, POTRICO CORP,4820224,0.60963285,1136074,PICO CORP
6930, BOM ASSET MANAGEMENT LTD,2399587,0.6471798,1291274,PICTET ASSET MANAGEMENT LTD
6931, IAC INTERNATIONAL INC,232101,0.60906315,823387,PIERCE INTERNATIONAL INC
6932, REEM PHARMACEUTICAL,3312046,0.6032139,1583648,"PIERIS PHARMACEUTICALS, INC."
6933, CK INTERNATIONAL LTD,3747404,0.6082665,1485774,PILOT LINK INTERNATIONAL LTD
6934, CK INTERNATIONAL LTD,3747403,0.6082665,1485774,PILOT LINK INTERNATIONAL LTD
6935, THEODOROS,3805907,0.6268027,1251249,PINCUS THEODORE I
6936, NEGEEN,939151,0.63056064,1227628,PINE GEORGE E
6937, OYSTER INVESTMENTS LLC,4992912,0.6079275,1477637,"PINE INVESTMENTS, LLC"
6938,Exiang WAN,338608,0.7166419,1157298,PING WANG
6939,Dongming WANG,957186,0.6896291,1157298,PING WANG
6940,Guoying WANG,2373566,0.6085466,1157298,PING WANG
6941, HONG XUN,5471109,0.65875256,1477551,PING XU
6942,Ismael ISMAEL,1957749,0.6309083,1018473,PINHO ISMAEL
6943, ALEL TECHNOLOGIES LLC,5837124,0.6141267,1368594,PINTAIL TECHNOLOGIES INC.
6944, ALEL TECHNOLOGIES LLC,5837124,0.6141267,1189479,PINTAIL TECHNOLOGIES INC
6945, REEM PHARMACEUTICAL,3312046,0.60346,1116606,PINTEX PHARMACEUTICALS INC
6946,Carlos Alberto CALDERON CHIRINOS,5285858,0.6557476,1383373,PINTO CARLOS ALBERTO
6947,Carlos Alberto NASSER ARANA,50009,0.6443029,1383373,PINTO CARLOS ALBERTO
6948,Carlos Alberto RENTERIA MANTILLA,107520,0.6020591,1383373,PINTO CARLOS ALBERTO
6949, DANIEL,1955894,0.6033274,1555174,PINTO DANIEL E
6950, DAVAR SHIPPING CO LTD,1657149,0.6373621,1336150,PINTOS SHIPPING CO LTD
6951, PIONEER LOGISTICS,2185725,0.9257127,1329656,PIONEER LOGISTICS LLC
6952, LORA ENTERPRISES LIMITED,3713010,0.6313506,1628490,PIRAMAL ENTERPRISES LIMITED/ADR
6953, UNICO TEXTILES,3185072,0.6013948,1343176,PLACE TEXTILES LLC
6954, AVIA GROUP LLC,2259545,0.6425585,1592421,"PLACENCIA GROUP, LLC"
6955, ALL ENERGY INVESTMENTS LTD,3562451,0.6150496,1437585,PLAINS ENERGY INVESTMENTS INC
6956, UNITED WORLD INTERNATIONAL,6928512,0.63320494,1332397,PLAN WORLD INTERNATIONAL INC
6957, KB INVESTMENTS LIMITED,3806034,0.6071638,1345697,PLANK INVESTMENTS LIMITED PARTNERSHIP
6958, SAHEL CONSULTANT ENGINEERS,734185,0.6751742,1398791,"PLANT ENGINEERING CONSULTANTS, LLC"
6959, FINANCIAL CORPORATION FINCORP CA,4211084,0.6751383,858451,PLANTATION FINANCIAL CORP
6960, FINANCIAL CORPORATION FINCORP INTERNATIONAL SA,4211083,0.62993014,858451,PLANTATION FINANCIAL CORP
6961, NOOR PLANTATION INVESTMENTS LLC,4242975,0.6212614,1514875,"PLANTATION INVESTMENT FUND I, LP"
6962, NOOR PLANTATION INVESTMENTS LLC,4242975,0.73024,1016536,PLANTATION INVESTMENTS INC
6963, NOOR PLANTATION INVESTMENTS LLC,4242975,0.62482995,1213797,PLANTATION INVESTORS LLC
6964, DAVAR SHIPPING CO LTD,1657149,0.6278472,1359906,PLATAN SHIPPING CO LTD
6965, BOM ASSET MANAGEMENT LTD,2399587,0.6810731,1256071,PLATINUM ASSET MANAGEMENT LTD
6966, STARS INTERNATIONAL LTD,2357183,0.6025014,1171447,PLATINUM PARTNERS INTERNATIONAL LTD
6967, STARS INTERNATIONAL LTD,2357182,0.6025014,1171447,PLATINUM PARTNERS INTERNATIONAL LTD
6968, SES INTERNATIONAL CORP,226922,0.61285996,880821,PLAYTEX INTERNATIONAL CORP
6969, MASSA PLAZA MALL,5938014,0.6126323,1129128,PLAZA MARIO
6970, EP-LDC,4250535,0.6006814,1058866,PLD CAPITAL LTD
6971, EP-LDC,4250535,0.67916363,1120022,PLDC INC
6972, PANLI HOLDINGS INC,3012045,0.6971388,1285852,PLI HOLDINGS I LLC
6973, IAC INTERNATIONAL INC,232101,0.63585776,1294742,"PLIERS INTERNATIONAL, INC."
6974, PLM CONSULTORES CA,4211096,0.62949085,1079813,PLM CONSULTING GROUP LLC
6975, IAC INTERNATIONAL INC,232101,0.61876637,814677,PLM INTERNATIONAL INC
6976, KASB INTERNATIONAL LLC,2112742,0.62191,1499462,"PM INTERNATIONAL, LLC"
6977, A T E INTERNATIONAL LTD,7302,0.619731,1499462,"PM INTERNATIONAL, LLC"
6978, NIMR INTERNATIONAL L.L.C.,6603412,0.6130111,1499462,"PM INTERNATIONAL, LLC"
6979, NIMR INTERNATIONAL L.L.C.,6603410,0.6130111,1499462,"PM INTERNATIONAL, LLC"
6980, NIMR INTERNATIONAL L.L.C.,6603407,0.6130111,1499462,"PM INTERNATIONAL, LLC"
6981, CK INTERNATIONAL LTD,3747404,0.6127408,1499462,"PM INTERNATIONAL, LLC"
6982, CK INTERNATIONAL LTD,3747403,0.6127408,1499462,"PM INTERNATIONAL, LLC"
6983, NIA INTERNATIONAL,2436802,0.6102684,1499462,"PM INTERNATIONAL, LLC"
6984, IAC INTERNATIONAL INC,232101,0.69616747,765815,PMC INTERNATIONAL INC
6985, EP-MNE,1845234,0.6699178,1404616,PMNET INC.
6986, NORTH GROUP HOLDING CORP,2570227,0.652593,1393897,PNA GROUP HOLDING CORP
6987, DIGITAL MEDIA LAB,1793804,0.651176,1036642,PNI DIGITAL MEDIA INC
6988, SINA ENERGY DEVELOPMENT COMPANY,3220034,0.60456294,1454478,PNOC ENERGY DEVELOPMENT CORP / ADR
6989, STARS COMMUNICATIONS LTD,2357179,0.62738895,1660373,"PNS COMMUNICATIONS, LLC"
6990, ATLANTIC,1979857,0.64815307,1075922,"POINTE ATLANTIC, INC"
6991, ATLANTIC,1979857,0.7060603,1075922,POINTE ATLANTIC
6992, CHINA TELECOMMUNICATIONS CORPORATION,263450,0.6582382,842305,POINTE COMMUNICATIONS CORP
6993, A T E INTERNATIONAL LTD,7302,0.7348968,1204413,POINTS INTERNATIONAL LTD
6994, CK INTERNATIONAL LTD,3747404,0.7266077,1204413,POINTS INTERNATIONAL LTD
6995, CK INTERNATIONAL LTD,3747403,0.7266077,1204413,POINTS INTERNATIONAL LTD
6996, STARS INTERNATIONAL LTD,2357183,0.70980567,1204413,POINTS INTERNATIONAL LTD
6997, STARS INTERNATIONAL LTD,2357182,0.70980567,1204413,POINTS INTERNATIONAL LTD
6998, STARS COMMUNICATIONS LTD,2357179,0.6818539,1274230,POLAR COMMUNICATIONS LTD
6999, ALEL TECHNOLOGIES LLC,5837124,0.6843077,1471117,POLITICAL TECHNOLOGIES LLC
7000, SES INTERNATIONAL CORP,226922,0.7357751,1691574,POLUS INTERNATIONAL CORP
7001," DES INTERNATIONAL CO., LTD.",6138077,0.62148875,1691574,POLUS INTERNATIONAL CORP
7002," DES INTERNATIONAL CO., LTD.",6138072,0.62148875,1691574,POLUS INTERNATIONAL CORP
7003," DES INTERNATIONAL CO., LTD.",6138056,0.62148875,1691574,POLUS INTERNATIONAL CORP
7004," DES INTERNATIONAL CO., LTD.",6138031,0.62148875,1691574,POLUS INTERNATIONAL CORP
7005, IAC INTERNATIONAL INC,232101,0.62870103,1319149,POLY-PACIFIC INTERNATIONAL INC.
7006, POLYMEDICS LLC,6217767,0.70677423,878748,POLYMEDICA CORP
7007, POLYMEDICS LLC,6217767,0.62784433,1272418,POLYMEDIX INC
7008, POLYMEDICS LLC,6217767,0.62784433,1341843,POLYMEDIX INC
7009, POLYMEDICS LLC,6217767,0.62784433,1341843,"POLYMEDIX, INC"
7010, SES INTERNATIONAL CORP,226922,0.63988477,797459,POLYMER INTERNATIONAL CORP
7011, DANIEL,1955894,0.6032779,1257727,PONCE S DANIEL
7012, IAC INTERNATIONAL INC,232101,0.6549837,1062648,POOL INTERNATIONAL INC
7013, ARZIN,939163,0.6886979,1309223,POP STARZ INC.
7014,Abdullah Ahmed ABDULLAH,13676,0.6992798,1526772,POPAL ABDULLAH
7015,Mian ABDULLAH,1392027,0.648159,1526772,POPAL ABDULLAH
7016,Amir ABDULLAH,1294569,0.6346805,1526772,POPAL ABDULLAH
7017,Abdullah ANSHORI,234982,0.6117219,1526772,POPAL ABDULLAH
7018, BOM ASSET MANAGEMENT LTD,2399587,0.6066964,1166134,POPE ASSET MANAGEMENT LLC
7019, BOM ASSET MANAGEMENT LTD,2399587,0.6066964,1166134,"POPE ASSET MANAGEMENT, LLC"
7020, POPULAR CREDIT BANK,1075171,0.6007176,763901,POPULAR INC
7021, ALEL TECHNOLOGIES LLC,5837124,0.6436609,1587769,"POR TECHNOLOGIES, INC"
7022, SMILE TECHNOLOGIES SA,4992724,0.60424775,1587769,"POR TECHNOLOGIES, INC"
7023, THEODOROS,3805907,0.69434947,1209323,POROSKY THEODORE W
